external_code;name;category;price;image;bit_active;bit_new
C07015;Linterna Velador;Iluminacion;333.87;IluminacionC07015Linterna Velador.png;0;0
C07002;Linterna YS 1080(Incluye Pilas);Iluminacion;101.11;IluminacionC07002Linterna YS 7188 (Incluye Pilas).jpeg;0;0
C07009;(Inactivo) Llavero lintera imantada con pilas;Iluminacion;258.5;IluminacionC07009Llavero lintera.png;0;0
C07022;luces led x 100 azul amarilla;Iluminacion;581.17;#N/A;0;0
C07021;luces led x 100 roja blanca;Iluminacion;581.17;#N/A;0;0
50;Luces x100 Led Amarillo/Azul;Iluminacion;465.38;#N/A;0;0
51;Luces x100 Led Blanca/Rojo;Iluminacion;465.38;#N/A;0;0
C02060;Make Up Corazon 22513A1;Jugueteria;290.22;JugueteriaC02060Make Up Corazon 22513A1.png;0;0
C01061;Marcador MSDT Permanente x3 119-2;Libreria;120.18;#N/A;0;0
C02116;Martillo Thor;Jugueteria;1083.79;JugueteriaC02116Martillo Thor.png;0;0
205;Mate Acero c/ Asas;Bazar;174.43;#N/A;0;0
C05029;Mate Vidrio;Bazar;72.6;#N/A;0;0
C09023;Microfono Dinax DXMIC62;Audio;609.27;ElectronicaC09023Microfono Dinax DXMIC62.png;0;0
717200;Mochila Chica 7.5;Libreria;783.67;0;0;0
717202;Mochila Jardin c/Bolsillo 8;Libreria;868.43;0;0;0
C01045;Mochila Lona;Libreria;884.87;#N/A;0;0
717201;Mochila Mediana 115;Libreria;1264.37;0;0;0
166;Moto Colección;Jugueteria;429.15;#N/A;0;0
C09018;Mouse Inalambrico DXM0112 Dinax;Computacion;454.77;ElectronicaC09018Mouse Inalambrico DXM0112.png;0;0
C09014;Mouse Weibo 87045;Computacion;290.22;#N/A;0;0
C02009;Muñeca Baby JU2794;Jugueteria;2109.39;JugueteriaC02009Muñeca Baby JU2794.png;0;0
134;Muñeca Barlie caja art 1206;Jugueteria;1017.6;#N/A;0;0
132;Muñeca blister art 490;Jugueteria;258.81;#N/A;0;0
C02090;Muñeca c/patín;Jugueteria;370.96;#N/A;0;0
133;Muñeca caja c vestidos art 320198;Jugueteria;1047.28;#N/A;0;0
717347;Muñeca Fashion;Jugueteria;530.85;Jugueteria717347Muñeca Fashion.png;0;0
168;Muñeca Hada 1883;Jugueteria;479.93;#N/A;0;0
C02045;Muñeca Huevo;Jugueteria;203.52;JugueteriaC02045Muñeca Huevo.png;0;0
C02062;Muñeca Leila;Jugueteria;778.29;#N/A;0;0
9717356;Muñeca Princesa c/ Musica;Jugueteria;1963.92;Jugueteria9717356Muñeca Princesa c Musica.png;0;0
C02097;Muñeca Vestido;Jugueteria;341.73;#N/A;0;0
C03108;Muñeco Sorpresa Fortnite;Jugueteria;181.84;JugueteriaC03108Muñeco Sorpresa Fortnite.jpg;0;0
114;Muñeco Spiderman;Jugueteria;145.33;#N/A;0;0
C02008;Naipes Poker Royal X2;Jugueteria;174.43;JugueteriaC02008Naipes Poker Royal X2.png;0;0
203;Navaja Automática 3028;Bazar;798.66;#N/A;0;0
204;Navaja Automática Chica;Bazar;522.26;#N/A;0;0
C10063;Off Aerosol 170 cm3 Extra Duración;Verano;471.34;MostradorC10063Off Aerosol 169 cm3.png;0;0
C01084;Paleta para Tempera;Libreria;88.5;LibreriaC01084Paleta para Tempera.png;0;0
C01065;Papel de Regalo x50 Hojas LI6745;Libreria;846.92;LibreriaC01065Papel de Regalo x50 Hojas LI6745.png;0;0
717436;Paraguas Largo Color;Bazar;1090.34;Bazar717436Paraguas Largo Color.jpeg;0;0
10;Paraguas Largos;Bazar;749.2;#N/A;0;0
717439;Paraguas Plegables;Bazar;821.93;Bazar717439Paraguas Plegables.jpeg;0;0
C05004;Paraguas Transparente;Bazar;435.7;#N/A;0;0
20;Pato Inflable 78cm;Jugueteria;851.03;#N/A;0;0
717501;Pava Aluminio 13'';Bazar;607.37;Bazar717501Pava Aluminio 13''.png;0;0
225;Peine art 51;Belleza y Cuidado Personal;87.14;#N/A;0;0
C02056;Pelota Emoji;Jugueteria;112.75;#N/A;0;0
207;Pelota Lol Chica;Jugueteria;210.94;#N/A;0;0
C02061;Pelotas Clasica;Jugueteria;858.31;#N/A;0;0
C01006;Perforadora 197-15-6;Libreria;125.87;#N/A;0;0
C02081;Pesca Magic a pila;Jugueteria;603.72;#N/A;0;0
129;Pesca magic art 966;Jugueteria;362.97;#N/A;0;0
C02057;Pico Minecraft;Jugueteria;465.38;JugueteriaC02057Pico Minecraft.png;0;0
C10075;Pilotos descartables;Ferreteria;160.03;MostradorC10075Pilotos descartables.png;0;0
C02069;Pinball diseño;Jugueteria;145.33;JugueteriaC02069Pinball diseño.png;0;0
717464;Pinza Acero Hielo;Bazar;68.23;Bazar717464Pinza Acero Hielo.jpeg;0;0
141;Pistola Auto Cars;Jugueteria;851.03;#N/A;0;0
9717380;Pistola C/Dardos 20447;Jugueteria;151.29;Jugueteria9717380Pistola CDardos 20447.png;0;0
717390;Pistola C/Dardos 8188;Jugueteria;204.99;Jugueteria717390Pistola CDardos 8188.png;0;0
C02098;Pistola con luz y sonido a pilas;Jugueteria;429.15;JugueteriaC02098Pistola con sonido.png;0;0
136;Pistola de agua c tanque art 062;Jugueteria;581.76;#N/A;0;0
122;Pistola de agua con tanque art 48;Jugueteria;765.93;#N/A;0;0
C02052;Pistola Minecraft;Jugueteria;240.03;#N/A;0;0
117;Pizarra Magnetica;Jugueteria;837.94;#N/A;0;0
202;Plancha de Pelo Dinax 3226;Electro Beauty;2122.04;#N/A;0;0
C03072;Plancha de Pelo Oryx 2024;Electro Beauty;1453.3;#N/A;0;0
39;Pochoclera de Alma;Jugueteria;2836.77;#N/A;0;0
C02058;Ponys CT-26;Jugueteria;98.2;JugueteriaC02058Ponys CT-26.jpg;0;0
187;Pop IT Juego del Calamar;Jugueteria;283.68;#N/A;0;0
157;Pop IT Spinner N°8;Jugueteria;290.81;#N/A;0;0
C03043;Porta Cosmeticos x5;Moda;1011.05;ModaC03043Porta Cosmeticos x5.png;0;0
717333;Quitaesmalte Neptus 60cm3;Perfumeria;116.24;Belleza y Cuidado Personal717333Quitaesmalte Neptus 60cm3.png;0;0
717353;Radio Kehibo 223;Bazar;2020.65;Audio717353Radio Kehibo 223.png;0;0
C05031;Rallador 6 caras;Bazar;312.77;#N/A;0;0
C05032;Rallador c/deposito;Bazar;217.49;#N/A;0;0
C05062;Rallador Plastico;Bazar;196.39;#N/A;0;0
C01032;Regla 30cm;Libreria;17.08;#N/A;0;0
C05050;Reloj Despertador 0031;Bazar;435.7;BazarC05050Despertador 0031.png;0;0
C01049;Repuesto n°3 maratón 96 PQ131095;Libreria;163.82;LibreriaC01049Repuesto n°3 maratón 96 PQ131095.jpg;0;0
C01035;Resaltador Pastel LB7971;Libreria;0;LibreriaC01035Resaltador Pastel LB7971.png;0;0
717305;Resaltador Sipa Chato;Libreria;169.38;#N/A;0;0
717195;Resaltador x3 M3157;Libreria;170.65;Libreria717195Resaltador x3 M3157.jpeg;0;0
C02142;Resorte Emoji HM880811;Jugueteria;79.29;JugueteriaC02142Resorte Emoji HM880811.png;0;0
717427;Resortes Fluor;Jugueteria;60.96;Jugueteria717427Resortes Fluor.png;0;0
717412;Rodilleras y Coderas;Jugueteria;1017.6;Jugueteria717412Rodilleras y Coderas.jpeg;0;0
717365;Rompecabezas x3;Jugueteria;65.33;Jugueteria717365Rompecabezas x3.png;0;0
113;Save The Penguins;Jugueteria;2167.58;#N/A;0;0
717481;Secador de Pelo Winco W98;Electro Beauty;7774.8;Electro Beauty717481Secador de Pelo Winco W98.png;0;0
C01092;Señalador Banderita P012;Libreria;94.25;LibreriaC01092Señalador Banderita P012.png;0;0
C01009;Set Arte x42 Pz Personajes;Libreria;1037.18;0;0;0
208;Set Arte x58 Pz Personajes;Libreria;1429.33;#N/A;0;0
C02096;Set Bijouterie;Jugueteria;232.03;#N/A;0;0
C03004;Set Cabello;Moda;50.92;#N/A;0;0
C03025;Set Colitas;Moda;57.46;0;0;0
230;Set Cubiertos c/funda Camping;Bazar;901.8;#N/A;0;0
C02108;Set Duramasa Duravit 718;Jugueteria;2820;JugueteriaC02108Set Duramasa Duravit 718.png;0;0
717338;Set Escolar 668-1;Libreria;96.78;Libreria717338Set Escolar 668-1.png;0;0
161;Set Geometría 20cm 3Pz Flexible;Libreria;120.05;#N/A;0;0
C03084;Set Manicura;Belleza y Cuidado Personal;144.75;#N/A;0;0
C02124;Slime 290g;Jugueteria;181.84;#N/A;0;0
C02100;Sombra Personaje P5132;Jugueteria;232.03;JugueteriaC02100Sombra Personaje P5132.png;0;0
C03015;Sombras c/espejo GG112;Belleza y Cuidado Personal;261.71;ModaC03015Sombras cespejo GG112.png;0;0
C02149;Sonajero Manito;Jugueteria;188.4;JugueteriaC02149Sonajero Manito.png;0;0
C10028;Soporte Celular;Accesorios Celular;189.12;#N/A;0;0
160;Soporte TV Fijo 26 a 55;Bazar;1163.61;#N/A;0;0
C05055;Soporte TV Fijo 26 a 55 Dinax DXSTVF2655;Bazar;872.85;BazarC05055Soporte TV Fijo 26 a 55 Dinax DXSTVF2655.png;0;0
C000037;Soporte Universal Doble Pinza Dinax HOL2P;Accesorios Celular;302.96;#N/A;0;0
C02123;Spinner N°2;Jugueteria;109.11;JugueteriaC02123Spinner N°2.png;0;0
C03022;Sticker para uñas 308;Moda;58.05;ModaC03022Sticker para uñas 308.jpg;0;0
169;Teclado Infantil;Jugueteria;305.5;#N/A;0;0
107;Telefono Perro;Jugueteria;290.81;#N/A;0;0
C05035;Temporizador Cocina;Bazar;181.84;BazarC05035Temporizador Cocina.png;0;0
C05008;Termo Deportivo 350cc;Bazar;1745.7;#N/A;0;0
C03074;Tijera Alicate;Moda;705.55;ModaC03074Tijera Alicate.png;0;0
717359;Tijera Alicate Trim 4591;Moda;429.15;Moda717359Tijera Alicate Trim 4591.png;0;0
717387;Tijera Costura Metal N°7;Merceria;1149.26;Mercera717387Tijera Costura Metal N°7.png;0;0
717388;Tijera Costura Metal N°8;Merceria;1454.61;Mercera717388Tijera Costura Metal N°8.png;0;0
C05058;Tostadora Hojalata;Bazar;383.33;BazarC05058Tostadora Hojalata.png;0;0
102;Tractor Plástico;Jugueteria;145.33;#N/A;0;0
C14002;Tripode Selfie Flexible DXTRIFLEX88;Accesorios Celular;431.44;AccesoriosCelularC14002Tripode Selfie Flexible DXTRIFLEX88.png;0;0
145;Tumbling Cake;Jugueteria;1818.44;#N/A;0;0
C05015;Vasos Infantiles (sorbetes);Bazar;145.33;BazarC05015Vasos Infantiles (sorbetes) IMRVA S0002.png;0;0
717492;Velador Imantado a Pilas 1926;Iluminacion;536.44;Iluminacion0000Velador Imantado a Pilas 1926.png;0;0
C07008;Velador Infantil;Iluminacion;574.63;#N/A;0;0
C02138;Yenga con dado;Jugueteria;625.41;JugueteriaC02138Yenga con dado.png;0;0
C02080;Yenga Grande;Jugueteria;581.89;JugueteriaC02080Yenga Grande.png;0;0
C02026;Yo Yo c/luz;Jugueteria;130.21;JugueteriaC02026Yo Yo cluz.png;0;0
222;Acuarela x 6 Katana;Libreria;130.21;#N/A;0;0
164;Air Futbol;Jugueteria;1352.78;#N/A;0;0
C02126;Anteojo Messi;Jugueteria;269.13;JugueteriaC02126Anteojo Messi.png;0;0
C03083;Arito Piercing Plastico x12;Moda;116.24;ModaC03083Arito Piercing Plastico x12.png;0;0
C03051;Aritos Abridores Dorados x12;Moda;1527.49;ModaC03051Aritos Abridores Dorados x12.png;0;0
717204;Atomizador 500cc;Bazar;161.15;Bazar717204Atomizador 500cc.jpeg;0;0
C05038;Atomizador Chico;Bazar;86.79;BazarC05038Atomizador chico.png;0;0
9717486;Auricular Sony Caja;Audio;290.62;Audio9717486Auricular Sony Caja.jpeg;0;0
C02099;Auto Friccion x6 ESD899129;Jugueteria;400.06;JugueteriaC02099Auto Friccion x6 ESD899129.png;0;0
717512;Auto Metal 4539;Jugueteria;238.44;Jugueteria717512Auto Metal 4539.png;0;0
9717460;Auto Policia 925;Jugueteria;249.15;Jugueteria9717460Auto Policia 925.png;0;0
9717410;Autos x6 Art 4844;Jugueteria;487.34;Jugueteria9717410Autos x6 Art 4844.png;0;0
C09003;Balanza de cocina 10kg SF400A;Pequños Electrodomesticos;1727.9;ElectronicaC09003Balanza de cocina 10kg SF400A.png;0;0
9717628;Balde Chico c/Pala y Rastrillo Art 523;Jugueteria;530.09;Jugueteria9717628Balde Chico cPala y Rastrillo Art 523.png;0;0
C05057;Bandera;Bazar;83.05;BazarC05057Bandera.png;0;0
C02104;Barrilete Aguila;Jugueteria;603.72;JugueteriaC02104Barrilete Aguila.png;0;0
C05063;Batidor de café caja;Bazar;493.79;BazarC05063Batidor de café caja.jpg;0;0
9717355;Bebote Lucas;Jugueteria;1585.68;Jugueteria9717355Bebote Luca.png;0;0
C03075;Billetera Hombre Eco;Moda;289.85;ModaC03075Billetera Hombre Eco.png;0;0
C10043;Billeteras Futbol;Moda;538.26;MostradorC10043Billeteras Futbol.png;0;0
717356;Binocular Gamma;Jugueteria;312.77;0;0;0
9717443;Blister Fashion Girl c/Secador 3601;Jugueteria;759;Jugueteria9717443Blister Fashion Girl cSecador 3601.png;0;0
C03089;Blister Glitter x12 Colores;Belleza y Cuidado Personal;434.39;ModaC03089Blister Glitter x12 w41.png;0;0
717415;Blister p/armar collares art 52306;Jugueteria;290.81;Jugueteria717415Blisterp armar collares 52306.jpeg;0;0
9717495;Blocky Chicas Food Truck;Jugueteria;1269.95;Jugueteria9717495Blocky Chicas Food Truck.png;0;0
9717465;Blocky Futbol 1 95pz;Jugueteria;1798.5;Jugueteria9717465Blocky Futbol 1 95pz.jpeg;0;0
717529;Bolsa Happy Birthday 6834;Mostrador;79.2;Insumos717529Bolsa Happy Birthday 6834.png;0;0
9717362;Botella Aderezo;Bazar;122.76;Bazar9717362Botella Aderezo.png;0;0
C03055;Brocha Macao;Belleza y Cuidado Personal;401.5;ModaC03055Brocha.png;0;0
C05019;Broches Madera Chicos x10;Bazar;87.14;BazarC05019Broches Madera Chicos x10.png;0;0
9717512;Burbujero Forma Delfín;Jugueteria;371.25;Jugueteria9717512Burbujero Forma Delfín.jpeg;0;0
717418;Camion Volcador Plastico;Jugueteria;1454.74;Jugueteria717418Camion Volcador Plastico.jpeg;0;0
717259;Cargador Auto USB 12v;Accesorios Celular;94.42;ElectronicaC09024 Cargador de Auto 12V.png;0;0
717511;Cargador Dinax T/C 4.2 A;Accesorios Celular;912.27;Jugueteria717511Cargador Dinax TC.png;0;0
9717580;Cenicero de metal;Bazar;111.65;Bazar9717580Cenicero de metal.png;0;0
69;Cepillo Brushing Redondo;Belleza y Cuidado Personal;367.95;#N/A;0;0
C10033;Chispero Flexible;Mostrador;302.59;MostradorC10033Chispero Flexible.png;0;0
148;Cigarrera;Moda;414.6;#N/A;0;0
C01099;Cinta scotch 12mm  N60 Cablefix;Libreria;98.89;LibreriaC01099Cinta scotch 12mm  N60 Cablefix.png;0;0
C03092;Collar. pulsera. anillo de tanza NBR11P;Moda;27.5;ModaC03092Collar, pulsera, anillo de tanza NBR11P.png;0;0
C02147;Cono lanza pelotas 3841;Jugueteria;137.5;JugueteriaC02147Cono lanza pelotas.png;0;0
9717592;Copa del Mundial;Jugueteria;280.39;Jugueteria9717592Copa del Mundial.jpeg;0;0
717364;Cordones Siliconas;Merceria;122.94;Mercera717364Cordones Siliconas.png;0;0
C01070;Corrector Sky JJ30718;Libreria;142.89;LibreriaC01070Corrector Sky JJ30718.png;0;0
9717442;Corta Barba Nova 3780;Electro Beauty;1529;Electro Beauty9717442Corta Barba Nova 3780.png;0;0
717357;Crayones x24;Libreria;108.38;Libreria717357Crayones x24.png;0;0
C03038;Crema Hinds 75ml (Piel seca);Perfumeria;430.8;ModaC03038Crema Hinds 75ml (Piel seca).png;0;0
9717345;Cuatri c/ Muñeco 936;Jugueteria;575;Jugueteria9717345Cuatri c Muñeco 936.png;0;0
C02095;Dino Luz y Movimiento;Jugueteria;474.69;JugueteriaC02095Dino Luz y Movimiento.png;0;0
9717539;Dinosaurio en Bolsa;Jugueteria;433.29;Jugueteria9717539Dinosaurio en Bolsa.jpeg;0;0
9717498;Escopeta Dardos 1839;Jugueteria;643.5;#N/A;0;0
717346;Escudo Capitan America /HAraña;Jugueteria;1440.21;Jugueteria717346Escudo Capitan America.png;0;0
C02051;Espada Minecraft;Jugueteria;453.2;JugueteriaC02051Espada Minecraft.png;0;0
717316;Espejo C/luz led;Belleza y Cuidado Personal;2471.62;Belleza y Cuidado Personal717316Espejo Cluz led.png;0;0
9717497;F Bebote;0;2200;#N/A;0;0
9717491;F Calculadora DM1200;0;2200;#N/A;0;0
9717504;F Mano Mecanica;0;591.25;#N/A;0;0
9717510;F Muñeca beautiful;0;1760;#N/A;0;0
9717502;F Muñeca c/vestido fiesta 5606;0;359.15;#N/A;0;0
9717503;F Pelota Boca N°5;0;1996.5;#N/A;0;0
9717462;F Plasticola 1KG;0;704;#N/A;0;0
9717511;F Reloj Analog;0;792;#N/A;0;0
9717500;F Reloj Digital;0;616;#N/A;0;0
9717508;F Rompecabeza Implas;0;1650;#N/A;0;0
9717507;F Rompecabezas Duravit;0;605;#N/A;0;0
C01057;Fibras SKY x6;Libreria;148.25;LibreriaC01057Marcador SKY x6.png;0;0
717314;Fibras x6 Color Pen 828-6;Libreria;92.5;Libreria717314Fibras x6 828-6.png;0;0
C02015;Flipper Agua (Avion);Jugueteria;291.5;JugueteriaC02015Flipper Agua (Avion).png;0;0
9717417;Funko Pop Naruto;Jugueteria;1403.83;Jugueteria9717417Funko Pop Naruto.png;0;0
9717416;Funko Pop Toy Story;Jugueteria;1403.83;Jugueteria9717416Funko Pop Toy Story.png;0;0
9717470;Gato Cuerda con Tambor Art 1148;Jugueteria;362.5;Jugueteria9717470Gato Cuerda con Tambor Art 1148.jpeg;0;0
9717423;Guitarra Jirafa a Pilas 8072;Jugueteria;967.73;Jugueteria9717423Guitarra Jirafa a Pilas 8072.png;0;0
717510;Helicoptero a Pila 1704;Jugueteria;1264.91;Jugueteria717510Helicoptero a Pila 1704.png;0;0
717366;Hula Hula Grande;Jugueteria;201.52;Jugueteria717366Hula Hula Grande.jpg;0;0
180;Jeep Plastico;Jugueteria;167.2;#N/A;0;0
9717449;Juego de Agua Paw Patrol;Jugueteria;439.89;Jugueteria9717449Juego de Agua Paw Patrol.jpeg;0;0
9717347;Juego Herramientas Art 5381;Jugueteria;581.17;Jugueteria9717347Juego Herramientas Art 5381.png;0;0
717426;Labial Esmalte Sombras Personajes;Jugueteria;462;Belleza y Cuidado Personal717426Labial Esmalte Sombras.jpeg;0;0
9717526;Labiales del Mundial;Jugueteria;231;Jugueteria9717526Labiales del Mundial.jpeg;0;0
C03001;Labiales Personaje;Jugueteria;162.5;JugueteriaC03001Labiales Personaje.jpeg;0;0
C07011;Lámpara Broche a 220w;Iluminacion;2079.5;IluminacionC07011Lámpara Broche a 220w.png;0;0
80;Lampara Escritorio 220w;Iluminacion;2604.01;#N/A;0;0
717291;Lapices x 12 Sky Color Pastel;Libreria;597.3;Librera717291Lapices x 12 Sky Color Pastel.jpg;0;0
C02011;Librito para colorear x12;Jugueteria;1282.49;JugueteriaC02011Librito para colorear x12.png;0;0
717398;Linga 2379/80;Ferreteria;2262.15;Ferreteria717398Linga 2379.png;0;0
717440;Linterna Minera 2017;Iluminacion;435.7;Iluminacion717440Linterna Minera 2017.jpeg;0;0
9717571;Linterna SY 309;Iluminacion;185.79;Iluminacion9717571Linterna SY 309.jpeg;0;0
9717401;Llave Francesa N°8;Ferreteria;1016.29;Ferreteria9717401Llave Francesa N°8.png;0;0
C03063;Llavero pompon;Moda;284.63;ModaC03063Llavero pompon.png;0;0
9717454;Locomotora Fricción 1398;Jugueteria;171.6;Jugueteria9717454Locomotora Fricción 1398.png;0;0
C02114;Lotería Violeta 1726;Jugueteria;435.7;JugueteriaC02114Lotería Violeta 1726.png;0;0
717411;Luz Emergencia 30 Led;Iluminacion;1811.16;Iluminacion717411Luz Emergencia 30 Led.jpeg;0;0
C02093;Mano Robot;Jugueteria;591.25;JugueteriaC02093Mano Robot.png;0;0
9717440;Microfono c/ Anteojos 1016D;Jugueteria;469.15;Jugueteria9717440Microfono c Anteojos 1016D.png;0;0
9717523;Mini Broches Pelo x 20;Moda;143;Bazar9717523Mini Broches Pelo x 20.jpeg;0;0
142;Mini Funko Pop Among Us;Jugueteria;792.84;#N/A;0;0
9717433;Mini Volante Musical;Jugueteria;561;Jugueteria9717433Mini Volante Musical.png;0;0
717417;Motos 4729;Jugueteria;167.3;Jugueteria717417Motos 4729.jpeg;0;0
C09021;Mouse Gamer DXMG21 Dinax;Computacion;497.95;ElectronicaC09021Mouse Gamer DXMG21.png;0;0
9717492;Muñeca Beaty 2290;Jugueteria;432.85;Jugueteria9717492Muñeca Beaty 2290.jpeg;0;0
9717487;Muñeca Fashion Girl Articulada1102;Jugueteria;1248.5;Jugueteria9717487Muñeca Fashion Girl Articulada.jpeg;0;0
9717521;Muñeca Frozen art 777;Jugueteria;481.25;Jugueteria9717521Muñeca Frozen art 777.jpeg;0;0
172;Muñeca Sirena con Luz;Jugueteria;545.6;#N/A;0;0
9717453;Muñecas Cry Babies 2019;Jugueteria;594;Jugueteria9717453Muñecas Cry Babies 2019.png;0;0
54;Muñeco Naruto 3026;Jugueteria;554.99;#N/A;0;0
9717352;Muñeco Naruto Blister 36611;Jugueteria;1054.69;Jugueteria9717352Muñeco Naruto Blister 36611.png;0;0
9717425;Muñeco Venom;Jugueteria;720.42;Jugueteria9717425Muñeco Venom.png;0;0
717358;Naipes x50 Celofan;Jugueteria;139.51;Jugueteria717358Naipes x50 Celofan.png;0;0
52;Neceser;Moda;537.54;#N/A;0;0
717414;Paletas c/Pelota;Jugueteria;392.65;Jugueteria717414Paletas cPelota.jpeg;0;0
201;Palo Selfie;Accesorios Celular;523.71;#N/A;0;0
C02103;Pandereta Mariposa;Jugueteria;188.4;JugueteriaC02103Pandereta Mariposa.png;0;0
9717429;Pegamento Instantaneo tipo gotita;Mostrador;126.5;Mostrador9717429Pegamento Instantaneo Makao.jpg;0;0
717194;Peine Art 139197;Belleza y Cuidado Personal;93.84;Moda717194Peine Art 139197.jpeg;0;0
94;Pelota 12 cm;Jugueteria;137.48;#N/A;0;0
9717601;Pelota Argentina N°5;Jugueteria;1925;Jugueteria9717601Pelota Argentina N°5.jpeg;0;0
C02001;Pelota colores goma;Jugueteria;211.75;JugueteriaC02001Pelota arcoiris.png;0;0
717351;Pelota Futbol N°5;Jugueteria;1403.83;Jugueteria717351Pelota Barcelona.png;0;0
41;Pelota Saltarina;Jugueteria;87.14;#N/A;0;0
C02028;Pelota Voley;Jugueteria;1622.05;JugueteriaC02028Pelota Voley.png;0;0
9717610;Pelota vuvucela;Jugueteria;187;Jugueteria9717610Pelota vuvucela.png;0;0
717425;Pelotas Mini Futbol;Jugueteria;800.12;Jugueteria717425Pelotas Mini Futbol.jpeg;0;0
717374;Perfilador Blister 6490;Moda;290.22;Moda717374Perfilador Blister 6490.jpeg;0;0
119;Pesca Magic doble;Jugueteria;433.29;#N/A;0;0
9717387;Pestañas Postizas Dobles;Belleza y Cuidado Personal;130.79;Belleza y Cuidado Personal9717387Pestañas Postizas Dobles.png;0;0
C10101;Piñata Candela 7201;Mostrador;172.68;MostradorC10101Piñata Candela 7201.png;0;0
9717604;Pintura del Mundial Camiseta 10;Jugueteria;231;Jugueteria9717604Pintura del Mundia Camiseta 10.jpeg;0;0
9717525;Pintura del Mundial lata;Jugueteria;231;Jugueteria9717525Pintura del Mundia lata.jpeg;0;0
9717583;Pintura mundial 4299;Jugueteria;231;Jugueteria9717583Pintura mundial 4299.jpeg;0;0
9717527;Pintura Mundial en blister;Jugueteria;150.15;Jugueteria9717527Pintura Mundial en blister.png;0;0
9717554;Pinturita Bandera;Jugueteria;288.75;Jugueteria9717554Pinturita Bandera.png;0;0
9717469;Pistola a Pilas c/luz y sonido Art 31077;Jugueteria;838.75;Jugueteria9717469Pistola a Pilas cluz y sonido Art 31077.jpeg;0;0
9717414;Pistola c/ Chispa Art 1025;Jugueteria;429.15;Jugueteria9717414Pistola c Chispa Art 1025.png;0;0
5.65E+11;Pistola de Agua Art 109;Jugueteria;745.8;#N/A;0;0
9717478;Pistola Lanza Pelotas 10610;Jugueteria;444.4;Jugueteria9717478Pistola Lanza Pelotas 10610.jpeg;0;0
9717359;Pistola Militar 1026;Jugueteria;407.19;Jugueteria9717359Pistola Militar 1026.png;0;0
9717448;Pizarra Mágica 119;Jugueteria;704;Jugueteria9717448Pizarra Mágica 119.png;0;0
C02082;Pizarra magica 149-pm1;Jugueteria;509.03;JugueteriaC02082Pizarra magica 88219.png;0;0
9717447;Pizarra Mágica 65;Jugueteria;561;Jugueteria9717447Pizarra Mágica 65.png;0;0
717210;Pizarron Pie Grande 90cm;Jugueteria;923.45;Jugueteria717210Pizarron Pie Grande 90cm.jpeg;0;0
89;Pony Beauty House 3711C;Jugueteria;522.98;#N/A;0;0
C02070;POP-IT Multicolor;Jugueteria;493.89;JugueteriaC02070POP-IT Multicolor.jpg;0;0
121;Pop IT Spinner N°5;Jugueteria;333.3;#N/A;0;0
717337;Repuesto Exito A4 x 48;Libreria;832.46;Librera717337Repuesto Exito A4 x 48.png;0;0
717226;Resaltador Chato Sipa;Libreria;185.48;Libreria717226Resaltador Chato Sipa.jpg;0;0
C08001;Riñoneras Charol/Brillos;Moda;639.36;0;0;0
9717397;Sacapelusa 920;Merceria;605.55;Merceria9717397Sacapelusa 920.png;0;0
9717413;Set de Maquillaje Pink Magic Zapato;Jugueteria;763.74;Jugueteria9717413Set de Maquillaje Pink Magic Zapato.png;0;0
83;Silbatos Plasticos;Jugueteria;49.32;#N/A;0;0
 person717488;Sombra 8012;Belleza y Cuidado Personal;340.45;#N/A;0;0
9717559;Tatuajes Argentina;Jugueteria;92.4;Jugueteria9717559Tatuajes Argentina.jpeg;0;0
C05045;Taza Plastica 3062;Belleza y Cuidado Personal;117.59;BazarC05045Taza Plastica 3062.png;0;0
81;Taza Plástica Floreada;Bazar;116.24;#N/A;0;0
717523;Telar para Pulseras Rainbow;Jugueteria;569.25;Jugueteria717523Telar PPulseras.png;0;0
C05060;Telefono Dinax 35;Bazar;1705;BazarC05060Telefono Dinax 35.png;0;0
C05041;Telefono Panatel 2000;Bazar;1573.42;BazarC05041Telefono Panatel 2000.png;0;0
C05042;Telefono Panatel 3600;Bazar;2264.21;BazarC05042Telefono Panatel 3600.png;0;0
9717485;Termito Rana;Bazar;572;Jugueteria9717485Termito Rana.jpeg;0;0
.C16005;Termometro Ambiente;Bazar;65.46;#N/A;0;0
9717509;Tiara Plastico;0;114.4;0;0;0
9717384;Toallitas c/alas Always Naranja;Perfumeria;126.38;Belleza y Cuidado Personal9717384Protector Diario Always Naranja.png;0;0
9717501;Transformes x2;Jugueteria;1644.5;0;0;0
9717600;Trompeta 20398;Jugueteria;123.75;Jugueteria9717600Trompeta 20398.jpeg;0;0
9717621;Trompeta Mundial 28 cm;Jugueteria;208.45;Jugueteria9717621Trompeta Mundial 28 cm.png;0;0
9717622;Trompeta Mundial 43 cm;Jugueteria;247.5;Jugueteria9717622Trompeta Mundial 43 cm.png;0;0
9717530;Trompo c/luz art 232;Jugueteria;277.2;Jugueteria9717530Trompo cluz art 232.jpeg;0;0
9717407;Trompo c/luz y Lanzador;Jugueteria;236.5;Jugueteria9717407Trompo cluz y Lanzador.png;0;0
9717560;Vaso de Argentina;Bazar;148.5;Bazar9717560Vaso de Argentina.jpeg;0;0
C05044;Vaso Medidor;Bazar;120.89;BazarC05044Vaso Medidor.png;0;0
